x,y,z
77606,86658,271.3129577636719
77606,86657,271.2964782714844
77606,86656,271.27783203125
77605,86656,271.27655029296875
77605,86655,271.2661437988281
77605,86654,271.253662109375
77605,86653,271.2375793457031
77605,86652,271.224609375
77605,86651,271.21490478515625
77605,86650,271.1983337402344
77605,86649,271.1812744140625
77605,86648,271.1637268066406
77605,86647,271.1496887207031
77605,86646,271.1384582519531
77605,86645,271.1229248046875
77605,86644,271.11090087890625
77605,86643,271.0906066894531
77605,86642,271.070556640625
77605,86641,271.0513610839844
77605,86640,271.02655029296875
77605,86639,271.0069580078125
77605,86638,270.993896484375
77605,86637,270.9781188964844
77604,86637,270.97186279296875
77604,86636,270.9628601074219
77604,86635,270.9468688964844
77604,86634,270.9237060546875
77604,86633,270.90216064453125
77604,86632,270.88525390625
77604,86631,270.86370849609375
77604,86630,270.84222412109375
77604,86629,270.82183837890625
77604,86628,270.7983093261719
77604,86627,270.77032470703125
77604,86626,270.75250244140625
77604,86625,270.72894287109375
77604,86624,270.7040100097656
77604,86623,270.69134521484375
77603,86623,270.6864929199219
77603,86622,270.6728820800781
77603,86621,270.6565856933594
77603,86620,270.6356201171875
77602,86620,270.61962890625
77602,86619,270.6106872558594
77602,86618,270.5804138183594
77601,86618,270.5566711425781
77601,86617,270.55181884765625
77601,86616,270.5162048339844
77600,86616,270.4986267089844
77600,86615,270.4901123046875
77599,86614,270.4674072265625
77599,86613,270.4541931152344
77598,86613,270.4521484375
77598,86612,270.4469909667969
77597,86612,270.4404602050781
77597,86611,270.42547607421875
77596,86611,270.4129638671875
77596,86610,270.3990783691406
77595,86610,270.386962890625
77595,86609,270.36187744140625
77594,86609,270.3507995605469
77593,86608,270.3170471191406
77592,86608,270.2887268066406
77592,86607,270.2751159667969
77591,86607,270.26348876953125
77590,86607,270.24371337890625
77590,86606,270.2422180175781
77589,86606,270.2180480957031
77589,86605,270.201904296875
77588,86605,270.19866943359375
77587,86605,270.1775817871094
77587,86604,270.163330078125
77586,86604,270.155517578125
77585,86604,270.13995361328125
77585,86603,270.13134765625
77584,86603,270.1171569824219
77583,86603,270.0999755859375
77583,86602,270.0914611816406
77582,86602,270.07867431640625
77581,86602,270.05694580078125
77581,86601,270.0385437011719
77580,86601,270.0369567871094
77579,86601,270.0126647949219
77578,86601,269.9930725097656
77577,86601,269.97747802734375
77577,86600,269.97259521484375
77576,86600,269.961669921875
77575,86600,269.9493713378906
77574,86600,269.9349060058594
77573,86600,269.9262390136719
77572,86600,269.91741943359375
77571,86600,269.9116516113281
77571,86601,269.9124450683594
77570,86601,269.9132385253906
77569,86601,269.9190673828125
77568,86601,269.9340515136719
77568,86602,269.9452209472656
77567,86602,269.95892333984375
77566,86602,269.98004150390625
77566,86603,269.9878234863281
77565,86603,270.0100402832031
77565,86604,270.0347900390625
77564,86604,270.0448913574219
77564,86605,270.0668640136719
77563,86605,270.072509765625
77563,86606,270.09832763671875
77562,86606,270.1098937988281
77562,86607,270.132080078125
77561,86607,270.1569519042969
77561,86608,270.1724548339844
77561,86609,270.20831298828125
77560,86609,270.2111511230469
77560,86610,270.2510986328125
77559,86610,270.2789306640625
77559,86611,270.2807312011719
77559,86612,270.3106994628906
77559,86613,270.33905029296875
77558,86613,270.3489685058594
77558,86614,270.3677673339844
77558,86615,270.39056396484375
77558,86616,270.41656494140625
77557,86616,270.41925048828125
77557,86617,270.4375915527344
77557,86618,270.4517822265625
77557,86619,270.471923828125
77556,86619,270.4808654785156
77556,86620,270.4972839355469
77556,86621,270.5209655761719
77556,86622,270.54620361328125
77556,86623,270.57318115234375
77555,86623,270.5749206542969
77555,86624,270.59906005859375
77555,86625,270.6240234375
77555,86626,270.6481628417969
77555,86627,270.67742919921875
77555,86628,270.7029724121094
77554,86628,270.70599365234375
77554,86629,270.7281799316406
77554,86630,270.7530212402344
77554,86631,270.7820739746094
77554,86632,270.8071594238281
77554,86633,270.82861328125
77554,86634,270.8501281738281
77554,86635,270.8678894042969
77554,86636,270.8846740722656
77554,86637,270.9002685546875
77554,86638,270.9107666015625
77553,86638,270.9110412597656
77553,86639,270.9299011230469
77553,86640,270.94122314453125
77553,86641,270.9526672363281
77553,86642,270.9632873535156
77553,86643,270.96893310546875
77553,86644,270.9732360839844
77553,86645,270.9787902832031
77553,86646,270.9872131347656
77553,86647,270.9949035644531
77553,86648,271.0054016113281
77553,86649,271.0163269042969
77554,86649,271.0248718261719
77554,86650,271.02777099609375
77554,86651,271.04156494140625
77554,86652,271.0545349121094
77554,86653,271.0660400390625
77554,86654,271.0752258300781
77554,86655,271.0870666503906
77554,86656,271.09466552734375
77554,86657,271.1005554199219
77554,86658,271.1101379394531
77554,86659,271.1175537109375
77554,86660,271.1252746582031
77554,86661,271.1354675292969
77554,86662,271.1422424316406
77554,86663,271.151611328125
77554,86664,271.160888671875
77554,86665,271.1675720214844
77554,86666,271.17364501953125
77554,86667,271.18157958984375
77554,86668,271.1895446777344
77554,86669,271.19793701171875
77554,86670,271.2064208984375
77554,86671,271.213134765625
77554,86672,271.2237854003906
77554,86673,271.2320251464844
77554,86674,271.23974609375
77555,86674,271.24176025390625
77555,86675,271.2467346191406
77555,86676,271.2528381347656
77555,86677,271.2607421875
77555,86678,271.26934814453125
77555,86679,271.2767028808594
77555,86680,271.2854309082031
77555,86681,271.29400634765625
77555,86682,271.3042907714844
77555,86683,271.3137512207031
77555,86684,271.32305908203125
77555,86685,271.3330993652344
77555,86686,271.343017578125
77555,86687,271.3514709472656
77555,86688,271.35968017578125
77555,86689,271.3695068359375
77555,86690,271.3783264160156
77555,86691,271.3868713378906
77555,86692,271.39556884765625
77555,86693,271.40234375
77555,86694,271.4090576171875
77555,86695,271.41650390625
77555,86696,271.42120361328125
77555,86697,271.4266662597656
77555,86698,271.43408203125
77555,86699,271.4408264160156
77555,86700,271.4508056640625
77555,86701,271.4635314941406
77555,86702,271.473876953125
77555,86703,271.4862060546875
77555,86704,271.49810791015625
77555,86705,271.5134582519531
77555,86706,271.5296325683594
77555,86707,271.549072265625
77556,86707,271.5636901855469
77556,86708,271.5695495605469
77556,86709,271.5907897949219
77556,86710,271.6131286621094
77556,86711,271.6363830566406
77556,86712,271.6512756347656
77556,86713,271.6660461425781
77556,86714,271.6814880371094
77556,86715,271.69390869140625
77556,86716,271.7008361816406
77556,86717,271.7068786621094
77556,86718,271.7135314941406
77556,86719,271.7162780761719
77556,86720,271.7170715332031
77556,86721,271.7176818847656
77556,86722,271.71832275390625
77556,86723,271.72039794921875
77556,86724,271.7218017578125
77556,86725,271.7259826660156
77556,86726,271.7313232421875
77556,86727,271.7369384765625
77557,86728,271.7394104003906
77557,86729,271.7466125488281
77557,86730,271.75457763671875
77557,86731,271.7605895996094
77557,86732,271.7715148925781
77557,86733,271.7850646972656
77557,86734,271.7987976074219
77557,86735,271.8153381347656
77557,86736,271.8355407714844
77557,86737,271.85931396484375
77557,86738,271.8815612792969
77557,86739,271.9028015136719
77557,86740,271.921142578125
77557,86741,271.93804931640625
77557,86742,271.95013427734375
77557,86743,271.9606628417969
77557,86744,271.9710388183594
77557,86745,271.9809265136719
77557,86746,271.9952087402344
77557,86747,272.013427734375
77557,86748,272.0331115722656
77557,86749,272.05633544921875
77557,86750,272.080810546875
77557,86751,272.10498046875
77557,86752,272.1313781738281
77557,86753,272.156982421875
77557,86754,272.1824035644531
77557,86755,272.2071228027344
77557,86756,272.23162841796875
77557,86757,272.2574157714844
77558,86757,272.2768859863281
77558,86758,272.2826843261719
77558,86759,272.3096923828125
77558,86760,272.3336486816406
77558,86761,272.35968017578125
77558,86762,272.3852233886719
77558,86763,272.4136962890625
77559,86763,272.4324951171875
77559,86764,272.43701171875
77559,86765,272.4665832519531
77560,86766,272.4945373535156
77560,86767,272.5244445800781
77561,86767,272.55987548828125
77561,86768,272.5628967285156
77561,86769,272.60284423828125
77562,86769,272.6342468261719
77562,86770,272.64398193359375
77562,86771,272.6939697265625
77563,86771,272.7247314453125
77563,86772,272.7384948730469
77563,86773,272.7874450683594
77563,86774,272.83099365234375
77564,86774,272.8573303222656
77564,86775,272.87322998046875
77564,86776,272.9172668457031
77564,86777,272.959228515625
77564,86778,273.0037841796875
77564,86779,273.0497741699219
77565,86779,273.0776672363281
77565,86780,273.0933532714844
77565,86781,273.13983154296875
77565,86782,273.1932067871094
77566,86782,273.24957275390625
77566,86783,273.25396728515625
77566,86784,273.313720703125
77567,86784,273.37054443359375
77567,86785,273.3750915527344
77567,86786,273.4398193359375
77568,86786,273.4751892089844
77568,86787,273.5003662109375
77568,86788,273.56048583984375
77569,86788,273.564697265625
77569,86789,273.6205139160156
77570,86789,273.6497802734375
77570,86790,273.688232421875
77571,86790,273.7420654296875
77571,86791,273.7601013183594
77572,86792,273.8428649902344
77572,86793,273.9313659667969
77573,86793,273.94720458984375
77573,86794,274.0251159667969
77574,86794,274.05975341796875
77574,86795,274.1236877441406
77575,86795,274.1627197265625
77575,86796,274.21405029296875
77576,86796,274.26129150390625
77576,86797,274.3110046386719
77577,86797,274.3657531738281
77577,86798,274.4080505371094
77578,86798,274.4683837890625
77578,86799,274.5115966796875
77579,86799,274.5633850097656
77579,86800,274.6105041503906
77580,86800,274.65985107421875
77580,86801,274.7121276855469
77581,86801,274.7532958984375
77581,86802,274.8166198730469
77582,86802,274.839599609375
77582,86803,274.92559814453125
77583,86803,274.93084716796875
77584,86803,275.0126647949219
77584,86804,275.03985595703125
77585,86804,275.0893249511719
77585,86805,275.1474304199219
77586,86805,275.1610107421875
77587,86805,275.2271423339844
77587,86806,275.2604675292969
77588,86806,275.2859191894531
77589,86806,275.3367004394531
77589,86807,275.361328125
77590,86807,275.39141845703125
77591,86807,275.4346923828125
77591,86808,275.47491455078125
77592,86808,275.47735595703125
77593,86808,275.5177917480469
77594,86808,275.5577392578125
77595,86808,275.5859375
77596,86809,275.6161193847656
77597,86809,275.6557312011719
77598,86809,275.69451904296875
